Cultist,Stealth,Influence,Endurance,Lore,Economic,Strength,Insanity,Position
Madeline Clayton,8.5,19.7,0.8,17.3,11.4,13.6,6.3,Advisor
Kory Cardenas,6.6,7.7,6.4,4.3,2.2,4.1,10.9,Priest
Lizzie Espinosa,19.6,17.0,7.5,5.3,2.1,14.1,9.4,Enforcer
Anika Phillips,13.8,2.8,19.5,10.8,17.0,8.0,2.1,Accountant
Judah Draper,15.0,9.1,8.0,15.1,19.4,2.3,15.9,Advisor
Colette Bush,12.7,5.1,7.5,6.2,2.3,8.4,19.2,Assassin
Jayce Gentry,19.9,0.4,3.7,3.1,7.0,14.8,4.7,Assassin
Bryce Gates,9.6,13.6,12.2,10.6,16.0,14.0,4.4,Accountant
Brittney Brown,9.0,14.1,9.9,12.9,15.8,15.3,19.3,Priest
Natalie Busby,19.2,2.6,19.7,0.4,14.2,2.7,8.8,Assassin
Stefano Lamb,11.7,19.4,8.6,16.7,1.8,4.5,7.9,Recruiter
Lorena Hewitt,13.3,14.4,15.9,7.6,7.7,18.5,10.1,Enforcer
Rosina Camacho,14.1,1.2,3.9,5.6,15.1,9.6,5.1,Accountant
Ihsan Mccarty,13.4,13.6,12.0,3.8,17.2,15.3,12.3,Enforcer
Arnas Sweet,13.0,4.6,9.0,18.5,9.3,2.5,3.8,Accountant
Myrtle Derrick,9.7,9.7,19.9,2.7,3.1,4.4,15.1,Assassin
Seb Miranda,9.5,9.4,18.2,2.4,0.4,16.4,9.7,Enforcer
Anastazja Adkins,8.8,1.9,0.6,16.6,11.9,1.4,10.8,Advisor
Audrey Norris,19.4,3.7,1.9,6.9,14.5,7.7,7.5,Assassin
Riccardo Mayo,4.0,10.3,11.1,16.9,6.7,5.6,3.0,Accountant
Charly Albert,6.8,9.8,2.1,18.1,6.8,0.9,19.6,Priest
Matias Roche,6.1,16.2,3.5,8.3,10.9,3.7,2.4,Advisor
Aariz Wilkinson,7.1,12.6,11.6,8.7,4.8,6.3,18.6,Priest
Sommer Johnson,18.0,4.7,14.6,13.3,14.5,15.0,3.5,Accountant
Kristofer Salazar,18.6,1.1,5.4,18.5,10.7,14.9,6.8,Assassin
Elisabeth Reader,19.4,15.7,13.3,3.0,19.1,13.5,13.4,Assassin
Homer Farrington,1.6,7.6,12.9,9.4,0.5,15.2,14.9,Enforcer
Janet Krueger,11.7,7.4,9.3,4.3,16.2,19.4,15.6,Enforcer
Aaron Thornton,8.2,16.0,15.4,18.7,4.0,12.9,14.4,Priest
Izaak Mccormack,16.9,14.8,1.8,14.3,5.8,4.8,10.9,Advisor
Faiza Mcdougall,11.3,10.3,10.0,11.1,18.8,16.2,17.4,Priest
Rueben Abbott,6.1,11.5,2.9,4.2,16.9,9.6,19.1,Recruiter
Kaydan Dougherty,14.6,18.3,11.1,8.4,0.8,17.2,8.5,Enforcer
Richie Sadler,9.7,3.9,7.5,15.6,6.6,10.6,18.5,Priest
Aaliyah Keith,15.0,8.0,6.9,3.5,11.5,0.6,15.9,Recruiter
Lily-Mae Barrett,3.2,11.7,16.3,0.9,0.2,1.6,1.2,Enforcer
Rocco Mejia,19.0,2.1,18.6,10.6,8.5,3.4,8.2,Assassin
Jody Frederick,11.8,9.0,4.1,3.4,17.2,1.4,14.7,Recruiter
Shreya Moses,19.8,7.1,15.9,4.2,5.0,17.1,3.4,Assassin
Aaisha Rich,6.1,7.6,7.2,8.4,19.3,13.1,17.1,Priest
Charmaine Munoz,18.7,16.7,18.5,6.4,10.0,10.7,18.3,Assassin
Ameera Stuart,12.7,3.0,12.5,4.6,9.4,4.8,11.1,Assassin
Saskia Haines,3.7,12.2,5.5,1.3,13.1,2.8,5.0,Recruiter
Graeme Todd,19.6,18.5,17.0,7.1,17.2,1.8,18.1,Recruiter
Cassidy Krause,5.0,0.9,2.0,9.5,16.2,13.8,8.5,Accountant
Abdallah Sinclair,16.1,16.7,8.7,19.1,5.3,5.4,19.1,Recruiter
Iqrah Pearson,14.2,0.7,15.7,10.4,4.6,11.4,8.5,Assassin
Alexandria Young,3.6,5.6,19.7,13.8,13.5,16.5,10.2,Enforcer
Albie Valenzuela,10.7,19.8,0.6,8.6,16.9,6.3,15.1,Recruiter
Tamera Hulme,4.7,2.2,1.5,0.7,14.8,16.1,5.4,Enforcer
Briana Kouma,19.4,17.5,2.2,5.5,5.0,17.1,13.1,Enforcer
Sid Frost,20.0,19.0,0.7,7.1,19.9,7.5,5.8,Advisor
Zaynah Morse,4.2,13.6,15.8,11.7,6.7,15.6,18.1,Enforcer
Malcolm Wade,19.2,17.5,19.4,4.9,12.7,11.4,4.6,Enforcer
Eliott Carpenter,16.0,4.0,10.9,16.7,4.2,6.0,17.1,Assassin
Greyson Oneal,10.2,4.0,4.6,3.1,18.4,1.1,10.2,Accountant
Dante Buxton,4.2,7.5,10.2,8.8,8.4,14.4,2.0,Enforcer
Aliyah Gomez,6.1,6.3,6.8,7.5,13.9,9.2,6.9,Accountant
Aaryan Mills,0.4,8.0,17.6,16.3,12.6,4.1,10.3,Priest
Jacques Hilton,7.4,0.0,2.7,14.4,19.9,10.4,2.5,Accountant
Reginald Dawson,10.8,4.1,10.0,12.0,5.7,14.1,6.9,Assassin
Karolina Cassidy,15.4,13.1,6.7,14.8,11.1,6.3,13.7,Advisor
Monica Mccallum,18.8,11.7,13.5,17.9,12.1,3.6,9.1,Accountant
Carrie-Ann Obrien,5.5,18.3,5.0,6.4,0.7,7.8,16.8,Recruiter
Kiyan Short,7.3,18.1,16.6,7.6,10.5,0.0,17.2,Recruiter
Dustin Hardy,6.3,6.6,9.5,6.9,7.9,13.6,3.0,Enforcer
Mitchell Rush,6.2,18.7,9.5,0.3,16.5,7.7,1.4,Accountant
Isla-Rose Eastwood,17.1,2.4,17.5,13.8,13.9,5.8,9.3,Assassin
Hilda Stewart,0.7,5.3,5.0,7.9,11.4,17.0,0.1,Enforcer
Lewie Thorpe,5.8,16.9,0.5,19.5,19.1,2.7,4.2,Advisor
Ernie Anderson,4.6,13.3,2.8,4.4,17.1,2.5,5.1,Advisor
Shaan Irwin,8.5,6.7,19.1,18.2,6.3,7.7,10.0,Priest
Melissa Huff,0.4,17.1,11.8,15.4,0.4,5.9,4.3,Priest
Georga Mclean,4.4,16.3,19.6,6.4,4.7,18.4,5.5,Enforcer
Aliza Fox,3.4,14.9,4.8,11.9,18.6,12.7,17.4,Recruiter
Mohamed Charlton,15.8,2.1,12.6,16.1,4.3,4.6,7.9,Assassin
Kendal Hopper,18.9,5.0,10.5,10.6,13.5,5.3,17.9,Assassin
Kiefer Cote,13.6,14.8,15.2,5.1,15.9,9.4,5.7,Accountant
Caris Archer,17.3,7.9,13.9,17.7,0.4,16.2,7.4,Assassin
Karter Cox,1.1,20.0,4.8,18.9,9.2,12.9,2.2,Advisor
Carl Stafford,12.4,2.7,12.2,1.4,17.4,7.3,9.4,Assassin
Harper Santana,7.2,19.5,16.3,0.1,5.1,0.7,8.7,Recruiter
Duke Rios,16.4,0.9,19.2,0.2,16.5,16.5,9.2,Assassin
Rizwan Hubbard,15.7,9.7,11.9,16.2,14.7,12.9,5.0,Accountant
Traci Wills,19.4,10.7,13.2,6.6,4.4,4.6,8.9,Assassin
Kaisha Nolan,8.7,13.7,14.9,6.6,16.0,17.4,12.7,Enforcer
Khadeeja Dunlop,9.5,8.1,2.9,15.6,1.1,2.4,12.8,Priest
Andrew Barrow,18.6,8.1,10.5,19.2,11.2,0.4,3.5,Accountant
Yolanda Stott,8.6,11.7,16.6,15.7,4.1,10.5,8.7,Enforcer
Iona Caldwell,7.8,1.2,13.9,16.4,18.6,5.5,2.9,Accountant
Augustus Sweet,14.3,17.9,11.2,18.8,15.9,17.0,1.9,Accountant
Tamara Valentine,12.5,6.9,10.6,11.5,3.8,1.0,17.8,Priest
Ella-Rose Garrett,19.3,16.3,14.4,9.4,14.8,12.3,15.0,Assassin
Graeme Olsen,19.2,6.1,8.7,4.8,18.8,10.8,13.0,Assassin
Yusra Dominguez,17.8,19.3,6.8,3.7,15.4,17.2,13.5,Enforcer
Sid Bradshaw,5.6,7.2,16.2,10.6,5.9,14.5,13.6,Enforcer
Ariah Chase,8.1,12.1,19.8,13.3,10.4,13.8,14.4,Enforcer
Shivam Stephens,7.0,9.5,12.8,1.3,11.7,12.1,18.8,Enforcer
Luca Lopez,16.2,16.6,2.1,17.5,17.7,8.0,8.2,Advisor
Paula Bernard,1.1,17.3,13.1,13.9,11.5,0.5,16.8,Priest
Arthur Munoz,15.2,15.4,3.8,0.3,10.4,13.4,8.8,Enforcer
Marsha Mansell,0.8,7.0,12.3,9.2,9.2,15.8,4.2,Enforcer
Owais Kent,19.8,5.6,5.5,13.4,13.1,3.1,14.5,Assassin
Krista Edmonds,0.2,19.1,8.7,6.5,11.6,4.8,8.1,Recruiter
Antony Portillo,6.8,9.2,16.2,11.4,14.0,2.0,12.5,Priest
Mari Hooper,7.6,12.1,12.3,15.3,1.8,19.3,13.5,Enforcer
Keaton Valencia,7.8,18.6,13.6,17.4,18.9,2.1,10.3,Advisor
Jaya Tucker,13.3,16.9,18.0,12.4,8.1,2.3,15.4,Recruiter
Tadhg David,17.9,2.6,10.2,8.1,7.1,2.4,19.8,Assassin
Heena Fountain,4.8,18.4,2.1,12.0,19.3,12.5,11.6,Advisor
Kenzie Mcfadden,12.1,3.9,9.5,8.6,9.3,10.9,17.0,Assassin
Tudor Mcloughlin,19.9,6.1,18.2,6.0,7.0,2.4,1.7,Assassin
Amba Johnson,14.9,12.9,12.3,7.7,3.5,12.7,18.9,Enforcer
Maliha Battle,11.4,14.0,16.4,0.6,2.9,20.0,6.7,Enforcer
Milton Emery,16.4,0.4,5.4,7.0,2.9,17.5,3.2,Assassin
Kingsley Hope,15.7,12.2,14.5,3.5,13.4,16.0,8.9,Enforcer
Onur Pacheco,7.0,7.7,8.3,16.5,9.7,4.6,14.0,Priest
Alicja Travers,12.2,8.8,4.0,12.3,11.8,0.1,5.8,Advisor
Carys Hassan,10.1,3.5,3.0,17.9,16.3,3.1,6.0,Accountant
Adelina Gibbs,9.4,5.8,2.1,15.4,9.9,3.1,15.3,Recruiter
Rumaysa Cordova,12.3,9.4,8.6,7.2,14.4,19.7,1.5,Enforcer
Jaydn Cook,0.3,13.9,16.0,9.6,11.5,19.3,5.3,Enforcer
Kayan Mcmillan,7.0,18.7,18.2,10.1,4.3,16.7,9.2,Enforcer
Briony Clay,3.8,18.3,12.7,5.1,9.8,3.2,14.5,Recruiter
Angelica Hardy,8.6,4.6,12.4,14.6,16.4,14.0,6.5,Accountant
Quentin Mata,17.8,14.8,3.7,5.9,10.2,13.4,1.5,Advisor
Rebeca Carroll,3.3,2.1,14.0,7.3,4.4,14.0,15.1,Enforcer
Karla Hodgson,14.5,11.0,1.7,1.6,18.6,7.0,5.0,Advisor
Tasha Coates,3.8,15.6,16.5,11.3,9.5,3.6,13.0,Priest
Vijay Avalos,12.7,1.8,11.2,8.7,0.0,3.6,17.0,Assassin
Branden Dean,3.9,5.2,12.9,16.1,7.2,18.7,19.3,Priest
Harvir Neal,20.0,18.7,8.7,3.5,7.1,11.9,19.8,Recruiter
Edith Kaiser,8.1,10.5,17.2,3.5,5.8,12.3,15.9,Enforcer
Michelle Conner,12.5,19.6,9.8,1.8,19.0,14.9,14.4,Recruiter
Roberto Goddard,4.2,10.9,17.5,4.1,3.5,2.7,10.1,Enforcer
Ralphy Dickens,4.3,16.1,9.1,8.6,3.2,9.5,4.9,Enforcer
Daisie Allison,10.5,2.1,15.3,2.7,4.3,7.3,13.4,Assassin
Syeda Oneal,14.4,17.6,12.9,12.2,7.4,1.7,19.9,Recruiter
Kiara Mcfarlane,3.6,7.1,18.4,19.7,9.3,11.5,14.8,Priest
Teagan Beattie,11.7,8.1,1.4,5.9,4.4,9.4,9.5,Assassin
Alix Mejia,17.0,17.7,7.4,12.4,5.0,7.2,17.1,Recruiter
Miles Vickers,16.6,14.0,19.8,4.9,1.9,7.0,6.3,Assassin
Tayler Dalby,15.6,9.0,4.6,15.3,3.1,18.2,19.7,Assassin
Husnain Bennett,4.4,4.5,19.8,2.6,3.2,18.3,3.7,Enforcer
Kayley Rees,0.3,14.6,18.4,9.8,6.8,18.6,9.7,Enforcer
Gage Whitaker,13.8,16.8,2.7,6.6,5.1,17.6,17.3,Enforcer
Dhruv Dodd,16.9,10.1,3.4,2.8,13.5,0.9,19.9,Recruiter
Jillian Holmes,19.6,7.3,17.5,10.5,8.4,6.8,10.1,Assassin
Kali Bowes,8.3,8.6,5.9,19.0,18.9,14.5,5.2,Accountant
Jayne Rossi,3.2,17.6,10.9,1.7,11.5,0.1,8.4,Recruiter
Yusef Gaines,7.7,16.4,6.5,4.1,11.8,1.9,9.9,Recruiter
Tashan Ritter,10.4,2.3,10.5,3.6,10.7,2.5,1.3,Accountant
Ned Young,14.4,18.5,2.4,7.7,7.1,19.8,9.3,Enforcer
Damian Church,4.8,17.7,2.5,5.8,17.2,0.3,17.7,Recruiter
Brandon Villanueva,10.0,0.0,0.1,0.7,17.0,1.1,7.6,Accountant
Isla-Mae Newman,7.8,18.2,17.8,17.9,13.0,6.2,13.7,Priest
Zaine Salas,3.6,10.8,8.6,3.4,2.3,17.5,9.0,Enforcer
Georga Jackson,4.9,7.4,6.8,2.7,13.4,13.4,20.0,Priest
Jarred Palacios,17.1,14.2,7.2,8.4,8.5,0.4,6.3,Advisor
Ira Ferrell,14.9,2.3,0.5,15.7,17.1,0.3,12.4,Advisor
Karson Aldred,1.1,12.6,11.4,3.3,14.4,4.7,14.2,Priest
Bronwyn O'Ryan,4.6,16.8,7.5,9.6,18.0,4.5,14.9,Recruiter
Zara Zavala,20.0,11.5,1.4,13.7,18.9,7.0,7.4,Advisor
Adriana Parry,11.6,0.8,2.4,9.3,4.4,7.6,19.2,Assassin
Bernadette Fleming,15.0,3.0,19.9,5.3,5.3,6.5,5.9,Assassin
Eva Bridges,8.7,7.8,3.5,0.7,11.6,4.4,16.3,Recruiter
Mikolaj Rocha,2.2,8.8,10.6,18.3,3.9,18.4,9.3,Enforcer
Jovan James,0.8,8.1,1.1,6.7,4.4,6.8,11.6,Priest
Louis Heaton,0.8,19.5,15.4,5.1,0.4,17.9,4.4,Enforcer
Kristi Jennings,13.5,9.6,16.8,12.4,7.4,4.2,2.4,Accountant
Jaxson Woodcock,2.3,7.9,19.8,2.6,19.4,8.3,13.2,Accountant
Jan Jacobs,3.1,1.4,18.6,5.6,18.4,1.8,10.4,Accountant
Abdur-Rahman Mccormick,9.4,17.9,3.7,14.1,2.1,1.2,0.7,Advisor
Karim Clarke,8.5,12.6,0.7,2.6,8.5,12.7,8.8,Enforcer
Alissa Baird,9.6,11.8,9.3,6.4,9.9,17.8,15.5,Enforcer
Raymond Roy,15.0,12.3,12.4,11.2,12.1,11.0,2.3,Accountant
Yuvraj Delgado,14.5,17.6,18.4,8.0,15.5,13.6,9.2,Enforcer
Tahmid Molina,14.2,5.7,5.8,14.3,6.9,16.6,1.3,Accountant
Jibril Preece,3.7,6.4,15.5,18.5,9.5,18.5,9.3,Enforcer
Edison Black,3.4,4.9,1.3,16.9,7.4,16.7,12.7,Priest
Aishah Wu,0.6,17.4,12.5,6.6,2.6,18.9,4.6,Enforcer
Bronwen Morin,2.6,15.5,15.2,14.1,15.0,1.5,13.8,Priest
Sneha Fernandez,10.5,17.9,18.5,4.9,4.7,5.2,18.8,Priest
Emrys Arroyo,9.4,3.2,2.8,6.7,10.1,10.0,6.9,Assassin
Salim Whitmore,12.7,15.1,13.0,5.3,6.7,1.6,2.4,Accountant
Chloe-Louise Mata,9.5,8.7,4.5,7.8,12.2,4.0,15.2,Recruiter
Darius O'Quinn,6.8,0.2,6.8,17.2,1.8,15.1,11.3,Assassin
Jayden-Lee Sawyer,14.6,16.2,5.6,15.2,1.4,0.4,8.8,Recruiter
Cohan Davidson,17.6,15.8,19.3,1.7,0.2,16.7,18.7,Enforcer
Jermaine Knights,3.1,6.7,12.0,0.9,2.8,10.4,12.9,Enforcer
Tulisa Kelly,18.0,10.0,16.1,16.1,8.4,15.0,4.3,Assassin
Lorelei Battle,0.2,7.9,13.0,4.0,4.5,15.4,13.8,Enforcer
Lili Short,12.6,19.5,3.8,1.2,9.2,7.7,6.7,Recruiter
Mitchell Oneill,10.3,11.9,15.9,18.7,9.5,12.8,3.4,Accountant
Maison Greig,0.5,10.6,4.1,19.1,6.9,8.2,5.3,Advisor
Lilly Johnson,10.3,14.3,16.6,6.8,2.3,8.6,14.9,Enforcer
Alastair Blackburn,18.3,4.7,20.0,10.0,16.0,2.4,8.6,Accountant
Betsy Richard,5.9,7.3,11.6,11.1,13.3,1.0,9.9,Accountant
Ahyan William,9.7,9.5,8.8,18.7,8.5,17.9,6.0,Advisor
Mackenzie Wong,16.4,19.2,7.1,8.6,15.7,9.3,15.4,Recruiter
Bianca Yates,15.6,15.3,18.6,3.6,16.1,12.7,16.4,Enforcer
Isobel Frederick,2.4,17.0,11.7,5.3,3.7,6.3,17.8,Priest
Findlay Bernard,5.8,1.9,18.6,2.7,7.6,1.9,0.3,Accountant
Isabella-Rose Randall,2.9,17.4,18.7,19.9,9.4,18.1,0.9,Enforcer
Shelby Mcbride,11.4,17.3,19.3,19.3,17.3,5.7,9.1,Accountant
Sama Hodson,9.5,10.5,16.8,3.6,11.7,19.8,8.4,Enforcer
Theodor Childs,13.0,19.5,7.7,6.1,9.3,15.9,14.9,Enforcer
Catrin Copeland,0.7,1.1,2.7,12.5,9.1,6.6,6.3,Accountant
Jaden Briggs,8.9,9.3,12.2,17.4,14.1,18.3,18.3,Priest
Callen Madden,10.2,0.1,5.0,6.0,14.6,16.3,0.2,Accountant
Ameer Browne,1.8,10.2,10.3,5.6,11.9,5.9,15.4,Priest
Jordan-Lee Keeling,11.9,13.0,17.6,11.9,13.4,6.1,6.0,Accountant
Yvonne Maxwell,7.1,18.8,9.0,2.6,10.0,19.1,19.6,Enforcer
Kingsley Humphrey,2.6,18.8,2.5,4.9,15.4,0.3,16.1,Recruiter
Farrell Snow,3.4,0.7,17.4,4.9,15.2,3.9,3.1,Accountant
Carina Livingston,16.6,15.2,13.9,18.4,0.3,8.4,13.3,Assassin
Leanne Mueller,19.4,6.1,6.8,12.7,1.0,4.0,20.0,Assassin
Faheem Mair,19.4,6.0,11.4,6.2,5.0,8.0,17.9,Assassin
Riya Sims,14.8,4.0,19.3,5.5,7.2,7.7,4.5,Assassin
Christopher Lutz,2.9,20.0,16.0,7.5,10.5,7.2,7.9,Recruiter
Ruairidh Burrows,13.7,9.3,19.4,16.4,13.8,16.6,16.7,Assassin
Koby Haney,6.2,20.0,18.5,3.7,3.6,9.0,10.2,Enforcer
Eileen Amin,7.7,16.0,9.8,8.6,13.6,17.1,6.6,Enforcer
Lennie Newton,19.1,12.3,17.2,18.8,4.7,18.2,13.9,Assassin
Sufyan Nairn,2.3,13.2,16.3,9.7,1.5,0.5,7.9,Priest
Sylvia Kidd,5.7,12.1,10.1,9.4,7.4,17.2,16.9,Enforcer
Domas Hyde,2.2,2.3,16.5,6.2,5.1,4.4,11.4,Priest
Kamila Davenport,5.1,4.8,3.0,19.1,3.1,6.2,15.1,Priest
Yasir Drummond,6.9,0.2,9.7,1.9,9.7,1.3,3.3,Accountant
Falak Bonilla,1.1,7.9,4.1,7.9,1.6,19.3,10.7,Enforcer
Saffron Neal,19.4,4.4,13.3,5.5,9.1,8.0,18.4,Assassin
Jarod Horne,14.0,11.4,11.1,19.6,8.3,12.4,10.8,Advisor
Zephaniah Hodge,1.9,17.3,17.5,17.9,9.0,18.0,0.1,Enforcer
Kairon Miles,6.1,3.3,13.9,10.5,17.3,18.2,7.5,Accountant
Haaris Davis,15.0,0.5,2.0,17.5,5.1,3.6,11.4,Advisor
Beatriz Jordan,9.2,2.0,6.6,14.0,15.3,8.3,7.2,Accountant
Franklyn Barron,6.7,3.8,19.2,8.9,12.8,1.0,15.4,Priest
Laurence Herman,17.6,15.9,16.1,8.6,5.3,4.3,11.0,Assassin
Giovanni Irwin,13.1,8.9,19.1,16.9,6.1,12.5,6.1,Assassin
Ptolemy Nava,6.6,12.6,7.7,7.6,5.3,18.4,4.7,Enforcer
Mandy Roy,6.5,7.7,3.5,13.1,13.5,14.1,7.7,Advisor
Cyrus Hunter,14.7,10.3,3.0,9.8,3.2,12.0,9.1,Assassin
Marguerite Mckenzie,19.9,16.1,5.3,4.5,11.4,13.0,17.6,Recruiter
Stuart Logan,19.0,5.5,9.5,14.5,0.0,9.2,11.1,Assassin
Tiegan Arias,5.2,1.1,10.9,2.0,15.2,5.1,12.0,Assassin
Humza Travers,7.3,18.9,13.0,8.1,2.4,15.8,18.9,Enforcer
Jenson Hardin,7.9,17.6,3.9,4.2,5.8,2.4,9.8,Recruiter
Abdulahi Duffy,13.7,7.3,14.6,15.6,8.5,11.0,10.8,Assassin
Angharad Donovan,4.5,9.6,17.4,13.7,2.0,18.1,5.0,Enforcer
Kamron Townsend,6.9,8.0,7.1,9.3,9.5,15.2,8.5,Enforcer
Zidan Simmons,3.9,7.9,4.2,15.5,18.6,4.4,18.3,Priest
Carwyn Fleming,5.0,11.8,7.9,14.5,15.1,10.9,0.0,Accountant
Ida Anderson,18.1,11.3,18.4,1.8,6.2,7.1,16.3,Assassin
Vickie Obrien,17.8,1.2,2.4,16.9,12.0,8.1,17.3,Assassin
Gary Preston,4.3,11.6,8.6,19.9,5.7,9.2,1.3,Advisor
Alissia Findlay,11.9,13.9,7.7,1.5,0.4,15.0,3.6,Enforcer
Karolina Clayton,8.8,8.9,15.2,10.0,0.3,6.1,5.4,Enforcer
Susie Russo,10.7,6.2,17.3,7.5,6.2,13.2,17.7,Assassin
Zaydan Buxton,8.8,10.9,3.6,13.3,3.8,7.6,6.6,Advisor
Kenzie Rooney,5.9,9.6,6.2,7.9,19.4,16.2,6.9,Accountant
Griffin Spence,9.2,3.8,17.4,14.1,10.8,1.5,4.6,Accountant
Bronwen Cope,19.4,11.5,13.1,7.5,15.6,0.5,2.8,Accountant
Emanuel Bond,11.5,16.8,14.3,14.8,11.7,19.3,20.0,Enforcer
Annika Sutton,15.3,16.8,16.7,8.7,9.0,0.4,16.2,Recruiter
Zidane Pham,6.8,13.0,0.5,2.6,3.4,5.6,5.5,Recruiter
Ajay Cross,8.5,14.3,0.1,11.8,4.0,1.9,11.1,Recruiter
Jasmin Ware,7.8,2.6,0.8,16.6,1.4,15.4,5.9,Advisor
Duke Kirkland,0.0,11.1,9.5,7.0,19.3,9.1,19.1,Priest
Maximus Cochran,8.0,17.7,0.5,9.4,0.7,0.7,0.8,Advisor
Marian Lowe,0.0,0.8,2.7,4.3,4.5,7.5,10.5,Priest
Deniz Dickinson,1.7,8.0,18.3,1.5,13.9,14.8,3.6,Enforcer
Jaskaran Rosas,4.6,2.3,14.7,11.9,18.4,11.9,15.1,Accountant
Jose Sampson,1.2,1.1,17.6,11.3,12.4,15.0,19.3,Priest
Aurelia Hewitt,16.2,4.0,15.1,6.6,9.2,6.4,6.5,Assassin
Tammy Preece,17.7,0.1,12.7,0.8,17.4,4.4,6.9,Assassin
Ty Watts,3.5,7.0,19.0,0.2,3.2,2.4,7.6,Enforcer
Danyl Parry,2.5,5.3,3.2,7.1,2.2,6.8,8.5,Priest
Mared Barry,9.5,12.5,2.1,11.3,17.3,14.1,8.4,Advisor
Maximillian Torres,3.5,13.3,16.3,13.2,9.7,13.2,15.1,Priest
Britney Lin,17.7,3.9,9.1,6.2,8.5,1.4,1.3,Assassin
Kian Woodcock,13.3,15.8,7.3,11.1,4.0,9.9,4.1,Advisor
Miah Huffman,12.8,3.9,1.9,19.5,11.3,16.5,18.4,Advisor
Aarav Whitley,4.8,9.3,4.2,0.6,2.4,16.5,4.6,Enforcer
Tamar Velasquez,15.3,15.0,1.1,16.9,15.4,10.2,9.3,Advisor
Zayn Mellor,0.8,14.8,15.1,11.6,0.4,8.8,15.8,Priest
Ricardo Whitehead,7.5,17.1,4.5,4.2,11.0,6.4,15.1,Recruiter
Brittney Espinosa,9.7,9.7,14.5,5.3,12.9,11.1,8.3,Enforcer
Victoria Gomez,0.7,13.7,7.1,18.9,17.4,12.3,10.0,Advisor
Aubrey Mccormick,5.0,2.4,14.7,3.8,7.2,5.2,15.3,Assassin
Nicole Corona,19.1,4.9,2.6,13.5,2.1,14.7,1.9,Assassin
Imaad Mathis,8.6,19.1,14.2,3.9,4.6,9.5,9.4,Enforcer
Kaden Holmes,0.2,3.8,5.9,9.3,7.0,13.2,18.9,Priest
Natan Beech,11.1,15.8,17.7,13.4,9.6,11.8,4.8,Enforcer
Meredith Senior,7.3,18.9,1.6,2.2,2.5,14.7,10.9,Enforcer
Lynn Collins,14.1,10.7,15.2,2.9,13.8,18.8,0.8,Enforcer
Shona Aldred,4.2,17.1,11.7,9.7,1.1,4.6,19.7,Priest
Kaya Blackwell,0.1,10.9,16.4,2.4,3.7,7.2,15.1,Enforcer
Aleksander Proctor,6.6,0.7,10.6,1.5,15.1,6.7,18.8,Assassin
Daanyal North,7.4,14.3,11.2,17.7,9.4,16.7,8.2,Advisor
Skyla Erickson,0.3,10.2,3.2,4.0,13.3,5.7,17.8,Recruiter
Zakary Higgins,14.2,2.2,8.6,18.1,16.5,17.0,6.4,Accountant
Randall Cleveland,16.3,5.7,17.8,10.1,5.2,4.3,18.6,Assassin
Giovanni Davidson,7.9,4.2,9.3,15.0,19.5,8.8,1.1,Accountant
Mehreen Norris,5.8,10.6,4.6,14.4,4.8,5.0,13.6,Priest
Reanne Handley,14.8,7.9,14.7,18.4,18.2,14.9,9.1,Accountant
Jozef Mccabe,5.5,7.4,5.4,0.3,5.6,7.0,1.6,Enforcer
Juliet Herbert,6.9,8.8,17.0,7.5,12.8,18.4,18.1,Enforcer
Kitty Bowes,7.9,10.9,19.8,10.4,9.2,1.8,7.1,Accountant
Akaash Beaumont,14.4,16.9,6.2,14.8,18.1,6.4,7.7,Advisor
Madeeha Chamberlain,17.9,17.8,19.4,17.2,6.2,17.3,17.8,Enforcer
Akshay Delgado,16.5,19.7,17.2,13.7,5.8,15.7,11.2,Enforcer
Leilani Cantu,6.3,1.0,14.3,14.4,10.5,19.3,0.1,Accountant
Alissia Hoffman,18.5,18.4,19.2,7.7,4.5,9.2,2.0,Enforcer
Griff Squires,10.1,12.4,7.9,19.1,11.4,17.4,12.0,Advisor
Ayyub Millar,12.2,8.0,15.7,16.9,5.9,15.6,14.4,Assassin
Lewis Galloway,17.6,10.6,7.2,18.0,7.5,3.4,16.5,Recruiter
Hanifa Thatcher,0.5,18.0,10.8,16.4,19.2,17.1,19.2,Priest
Fatima Sumner,14.3,15.8,18.3,14.8,3.6,13.1,6.3,Enforcer
Renae Quintana,17.9,12.4,16.1,19.0,2.8,1.9,5.3,Accountant
Cory Fisher,19.4,14.8,11.3,17.0,1.2,7.5,1.6,Advisor
Haleema Gallegos,0.3,15.9,15.3,2.8,6.4,4.2,13.9,Priest
Manuel Rowland,15.1,6.1,1.7,16.9,17.8,9.5,10.7,Advisor
Izaak Allman,14.2,12.1,3.2,12.0,12.5,12.8,19.3,Recruiter
Fardeen Stephens,0.7,13.0,1.6,7.5,16.2,7.9,6.6,Advisor
Antonia Krause,17.0,16.1,15.7,0.3,14.0,17.3,0.6,Enforcer
Derry Montoya,8.9,10.2,10.8,13.0,8.4,17.7,8.2,Enforcer
Sheila Hackett,8.4,20.0,1.9,14.7,13.3,5.4,17.2,Recruiter
Kaydan Buckner,1.1,14.8,3.8,11.4,6.9,9.4,17.0,Priest
Lorena Odling,14.1,13.9,3.7,0.5,5.7,3.6,5.7,Recruiter
Siyana Cohen,15.2,12.9,11.8,18.0,18.8,14.1,9.3,Accountant
